question_id,question,answer,question_type,source_filenames,source_sections,source_chunk_ids,is_impossible,dataset_split
QA0227,"What are the potential consequences for an employee who violates the organization's cybersecurity policies, and how are these consequences determined?","Non-compliance with these policies can result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges, and in severe cases, termination of employment or contractual obligations. The severity of the action is determined based on the seriousness of the breach.",complex,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf|SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,2|3,False,train
QA0228,What specific cybersecurity safeguards are required to be implemented by the organization?,This policy snippet does not specify the specific cybersecurity safeguards that must be implemented by the organization.,negative,SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards,0,True,train
QA0229,Who is responsible for enforcing this policy?,"The policy emphasizes the critical importance of cybersecurity, the individual's role in protecting our digital assets, and the potential risks associated with policy violations. Enforcement will be consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach.",simple,SANS_Email_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0230,What is the minimum time that a password-protected lock screen must be active before it automatically locks?,A password-protected lock screen must be active for at least 10 minutes or less.,simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,1,False,train
QA0231,Who is prohibited from using <Company Name>’s systems to engage in blogging?,Employees are prohibited from using <Company Name>’s systems to engage in blogging.,simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,8,False,train
QA0232,What is the primary focus of the policy regarding malware?,The policy emphasizes the implementation and support of user awareness measures to protect against malware.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.7,0,False,train
QA0233,What is the purpose of equipment maintenance according to this policy?,"Equipment maintenance is intended to ensure the availability, integrity, and confidentiality of information.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.13,0,False,train
QA0234,What access controls should be used to secure physical entry points?,The policy states that secure areas should be protected by appropriate entry controls and access points.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.2,0,False,train
QA0235,Who is this policy intended for?,This policy is intended for all system implementers and/or software engineers who may be coding applications that will access a production database server on the <Company Name> Network.,simple,SANS_Database_Credentials_Standard_April2025.pdf,full,0,False,train
QA0236,"What are some potential consequences for non-compliance with the organization's cybersecurity policy, as outlined in the policy documents?","Non-compliance with the organization's cybersecurity policy can result in disciplinary action ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Configuration_Management_Policy_April2025.pdf|SANS_Configuration_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0237,What is the policy's recommendation regarding information storage?,"The policy recommends that information stored in information systems, devices, or storage media should be deleted when no longer needed.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.10,0,False,train
